date,type,original,orthorectified,satellite,resolution,clipped-area-id,clipped,co-register
6/30/07 22:28,multispectral,raw/iceroad_1010010005B80900_014206252_10_0/014206252010_01_003/014206252010_01/014206252010_01_P001_MUL/07JUN30222825-M1BS-014206252010_01_P001.TIF,orthorectified-data/20070630T222825/mul-20070630T222825.tif,"""QB02""",2.639663966,3,clipped-data/area-3/area-3-mul-20070630T222825.tif,target
6/30/07 22:28,multispectral,raw/iceroad_1010010005B80900_014206252_10_0/014206252010_01_003/014206252010_01/014206252010_01_P002_MUL/07JUN30222828-M1BS-014206252010_01_P002.TIF,orthorectified-data/20070630T222828/mul-20070630T222828.tif,"""QB02""",2.631693536,3,clipped-data/area-3/area-3-mul-20070630T222828.tif,reference
6/30/07 22:28,panchromatic,aw/iceroad_1010010005B80900_014206252_10_0/014206252010_01_003/014206252010_01/014206252010_01_P001_PAN/07JUN30222825-P1BS-014206252010_01_P001.TIF,orthorectified-data/20070630T222825/pan-20070630T222825.tif,"""QB02""",0.660654231,3,clipped-data/area-3/area-3-pan-20070630T222825.tif,
6/30/07 22:28,panchromatic,raw/iceroad_1010010005B80900_014206252_10_0/014206252010_01_003/014206252010_01/014206252010_01_P002_PAN/07JUN30222828-P1BS-014206252010_01_P002.TIF,orthorectified-data/20070630T222828/pan-20070630T222828.tif,"""QB02""",0.658881954,3,clipped-data/area-3/area-3-pan-20070630T222828.tif,target
